case_id,split,U,alpha,alpha2,naca_0,naca_1,naca_2,naca_3,cl,cd
airFoil2D_SST_43.958_1.079_5.708_2.076_12.026,train,43.958,1.079,1.1642409999999999,5.708,2.076,12.026,0.0,0.6650387059877196,0.010502479365129203
airFoil2D_SST_43.97_10.071_0.307_0.0_17.818,train,43.97,10.071,101.425041,0.307,0.0,17.818,0.0,0.9945948433504533,0.015340069235099675
airFoil2D_SST_44.068_12.32_3.827_5.777_0.0_10.068,train,44.068,12.32,151.7824,3.827,5.777,0.0,10.068,1.5760612757674624,0.020330459398085993
airFoil2D_SST_44.354_10.298_2.378_6.962_7.834,train,44.354,10.298,106.048804,2.378,6.962,7.834,0.0,1.3954628484881297,0.016945779897504853
airFoil2D_SST_44.453_5.273_1.06_3.649_0.0_11.477,train,44.453,5.273,27.804528999999995,1.06,3.649,0.0,11.477,0.6436844221685935,0.01028756489387854
airFoil2D_SST_44.616_5.14_0.618_4.881_0.0_10.488,train,44.616,5.14,26.419599999999996,0.618,4.881,0.0,10.488,0.6092901644451916,0.009932576658061193
airFoil2D_SST_44.662_-4.881_1.733_0.0_7.201,train,44.662,-4.881,23.824161000000004,1.733,0.0,7.201,0.0,-0.533626333154399,0.009193212358025102
airFoil2D_SST_44.727_7.253_2.701_3.319_1.0_7.813,train,44.727,7.253,52.606009,2.701,3.319,1.0,7.813,0.9621516504976705,0.011319048095346815
airFoil2D_SST_44.72_5.956_4.922_0.0_19.031,train,44.72,5.956,35.473936,4.922,0.0,19.031,0.0,0.5949064085493023,0.012244696005184493
airFoil2D_SST_44.775_13.681_6.843_0.0_15.993,train,44.775,13.681,187.16976099999997,6.843,0.0,15.993,0.0,1.3270938505966405,0.021131782350683203
airFoil2D_SST_44.846_-0.985_5.53_0.0_5.101,train,44.846,-0.985,0.970225,5.53,0.0,5.101,0.0,-0.10765392398595441,0.007767682457252485
airFoil2D_SST_44.858_13.36_1.546_3.174_1.0_10.604,train,44.858,13.36,178.4896,1.546,3.174,1.0,10.604,1.4472288547960765,0.020486384974696636
airFoil2D_SST_44.89_-1.175_1.717_7.272_0.0_13.57,train,44.89,-1.175,1.3806250000000002,1.717,7.272,0.0,13.57,0.05483454843699359,0.009415998821464974
airFoil2D_SST_44.949_3.443_0.484_5.614_0.0_19.985,train,44.949,3.443,11.854249000000001,0.484,5.614,0.0,19.985,0.3719498343804164,0.011568099766625081
airFoil2D_SST_45.003_-0.217_3.04_5.349_1.0_6.602,train,45.003,-0.217,0.047089,3.04,5.349,1.0,6.602,0.24073149111354705,0.008262271434228714
airFoil2D_SST_45.011_11.975_3.184_4.167_15.877,train,45.011,11.975,143.400625,3.184,4.167,15.877,0.0,1.445914433147349,0.02177366845741667
airFoil2D_SST_45.028_3.337_2.271_1.839_8.599,train,45.028,3.337,11.135569000000002,2.271,1.839,8.599,0.0,0.5860624290875502,0.009255836968207943
airFoil2D_SST_45.083_1.73_6.935_1.752_10.574,train,45.083,1.73,2.9929,6.935,1.752,10.574,0.0,0.8472565777996919,0.011064500168224505
airFoil2D_SST_45.261_11.624_6.817_4.27_6.986,train,45.261,11.624,135.117376,6.817,4.27,6.986,0.0,1.8003417868157932,0.023740106967742772
airFoil2D_SST_45.395_5.098_1.089_7.496_1.0_6.033,train,45.395,5.098,25.989604,1.089,7.496,1.0,6.033,0.6756506695922806,0.009378629037780677
airFoil2D_SST_45.576_6.785_5.522_6.116_11.275,train,45.576,6.785,46.036225,5.522,6.116,11.275,0.0,1.3512620337434302,0.015517373260506737
airFoil2D_SST_45.597_6.131_2.7_3.155_1.0_10.392,train,45.597,6.131,37.589161000000004,2.7,3.155,1.0,10.392,0.8368745606021148,0.01096835522418472
airFoil2D_SST_45.619_4.925_5.72_0.0_11.709,train,45.619,4.925,24.255625,5.72,0.0,11.709,0.0,0.5361331912304401,0.009914438739634681
airFoil2D_SST_45.701_-1.925_0.671_7.455_0.0_12.285,train,45.701,-1.925,3.7056250000000004,0.671,7.455,0.0,12.285,-0.13556401452631883,0.00913090979437501
airFoil2D_SST_46.008_13.774_3.157_0.0_18.653,train,46.008,13.774,189.72307599999996,3.157,0.0,18.653,0.0,1.274427869854094,0.02257192660232606
airFoil2D_SST_46.058_1.4_1.786_5.517_0.0_17.839,train,46.058,1.4,1.9599999999999997,1.786,5.517,0.0,17.839,0.2919635879602775,0.010658981470750478
airFoil2D_SST_46.058_10.548_1.983_6.7_0.0_8.079,train,46.058,10.548,111.260304,1.983,6.7,0.0,8.079,1.3034306191344862,0.015381400430104645
airFoil2D_SST_46.0_-0.095_2.322_1.874_16.58,train,46.0,-0.095,0.009025,2.322,1.874,16.58,0.0,0.19911209314971134,0.010173888266850471
airFoil2D_SST_46.138_8.316_1.46_7.535_0.0_7.129,train,46.138,8.316,69.15585600000001,1.46,7.535,0.0,7.129,1.0510003543240518,0.012276382301172733
airFoil2D_SST_46.142_6.813_0.329_3.584_0.0_16.504,train,46.142,6.813,46.416968999999995,0.329,3.584,0.0,16.504,0.722588556536471,0.012072980343115939
airFoil2D_SST_46.246_9.78_3.769_2.353_17.745,train,46.246,9.78,95.64839999999998,3.769,2.353,17.745,0.0,1.2755738292038095,0.018849007059416226
airFoil2D_SST_46.264_0.678_3.115_7.448_1.0_19.839,train,46.264,0.678,0.45968400000000004,3.115,7.448,1.0,19.839,0.3631799976724963,0.011577252254794494
airFoil2D_SST_46.407_7.986_2.488_3.249_1.0_7.516,train,46.407,7.986,63.776196,2.488,3.249,1.0,7.516,1.0225618834124601,0.011788015485994383
airFoil2D_SST_46.459_2.614_1.344_0.0_13.1,train,46.459,2.614,6.832996,1.344,0.0,13.1,0.0,0.28213656310257906,0.009447392067689176
airFoil2D_SST_46.469_1.046_1.869_1.706_6.605,train,46.469,1.046,1.094116,1.869,1.706,6.605,0.0,0.29645894679711216,0.00815269513590033
airFoil2D_SST_46.586_6.539_3.456_6.189_0.0_10.425,train,46.586,6.539,42.758520999999995,3.456,6.189,0.0,10.425,1.0307002929666509,0.011921374623825056
airFoil2D_SST_46.693_1.675_6.35_3.342_19.183,train,46.693,1.675,2.805625,6.35,3.342,19.183,0.0,0.7381860025183068,0.013453294015673276
airFoil2D_SST_46.842_14.504_3.791_3.968_1.0_14.833,train,46.842,14.504,210.36601599999997,3.791,3.968,1.0,14.833,1.5838771843223014,0.029659101137181672
airFoil2D_SST_46.92_12.697_1.222_7.385_0.0_13.444,train,46.92,12.697,161.21380899999997,1.222,7.385,0.0,13.444,1.390479472968634,0.019311580194628575
airFoil2D_SST_46.935_11.591_5.802_5.705_6.612,train,46.935,11.591,134.35128099999997,5.802,5.705,6.612,0.0,1.7542895175742492,0.02452275944016716
airFoil2D_SST_47.008_-0.17_4.651_0.0_11.91,train,47.008,-0.17,0.028900000000000006,4.651,0.0,11.91,0.0,-0.015603772098390771,0.008909006673010854
airFoil2D_SST_47.087_4.316_3.699_3.87_7.915,train,47.087,4.316,18.627855999999998,3.699,3.87,7.915,0.0,0.8683269278548867,0.010083305235520012
airFoil2D_SST_47.093_14.314_1.944_5.882_1.0_8.115,train,47.093,14.314,204.890596,1.944,5.882,1.0,8.115,1.5759795311922429,0.02546577611530184
airFoil2D_SST_47.094_2.758_6.717_3.244_8.177,train,47.094,2.758,7.606564,6.717,3.244,8.177,0.0,0.9881737054142993,0.01079601348036042
airFoil2D_SST_47.129_9.12_1.443_3.896_18.456,train,47.129,9.12,83.17439999999999,1.443,3.896,18.456,0.0,1.0294449000285095,0.015505583039981688
airFoil2D_SST_47.131_0.731_1.591_7.349_0.0_11.105,train,47.131,0.731,0.534361,1.591,7.349,0.0,11.105,0.2522614637864674,0.008929626492059506
airFoil2D_SST_47.159_11.355_1.201_3.22_1.0_17.864,train,47.159,11.355,128.936025,1.201,3.22,1.0,17.864,1.1742351167002283,0.017913133381556423
airFoil2D_SST_47.196_-4.934_1.548_7.354_0.0_16.511,train,47.196,-4.934,24.344356,1.548,7.354,0.0,16.511,-0.3512565973003055,0.01061611801021372
airFoil2D_SST_47.299_-2.087_3.67_2.671_15.887,train,47.299,-2.087,4.355569000000001,3.67,2.671,15.887,0.0,0.12475663751848376,0.01003788468038846
airFoil2D_SST_47.483_1.084_1.03_7.154_1.0_8.156,train,47.483,1.084,1.175056,1.03,7.154,1.0,8.156,0.22952611509387655,0.008306423812997893
airFoil2D_SST_47.547_-3.5_0.651_6.733_1.0_10.634,train,47.547,-3.5,12.25,0.651,6.733,1.0,10.634,-0.3157457140196489,0.009046197833549957
airFoil2D_SST_47.622_10.87_1.203_3.521_0.0_10.354,train,47.622,10.87,118.15689999999998,1.203,3.521,0.0,10.354,1.2222353247985183,0.015176383374785486
airFoil2D_SST_47.704_2.877_1.077_7.269_0.0_15.624,train,47.704,2.877,8.277128999999999,1.077,7.269,0.0,15.624,0.41281410048368505,0.010272738292056962
airFoil2D_SST_47.759_12.055_6.06_3.807_6.823,train,47.759,12.055,145.323025,6.06,3.807,6.823,0.0,1.7741029748521133,0.022949214497356204
airFoil2D_SST_47.904_-0.212_0.347_7.808_0.0_15.744,train,47.904,-0.212,0.044944,0.347,7.808,0.0,15.744,0.015010301233818206,0.009740088951372388
airFoil2D_SST_48.167_-3.26_5.094_0.0_7.029,train,48.167,-3.26,10.6276,5.094,0.0,7.029,0.0,-0.3572805107592302,0.008410586659948162
airFoil2D_SST_48.214_0.541_3.303_6.762_1.0_15.195,train,48.214,0.541,0.292681,3.303,6.762,1.0,15.195,0.3836687110158322,0.010175086015094502
airFoil2D_SST_48.541_8.144_3.408_6.127_10.424,train,48.541,8.144,66.324736,3.408,6.127,10.424,0.0,1.2795911717605413,0.013975723601714434
airFoil2D_SST_48.556_4.703_2.613_2.844_18.204,train,48.556,4.703,22.118209000000004,2.613,2.844,18.204,0.0,0.7128276322836187,0.012290943425075692
airFoil2D_SST_48.581_2.122_3.978_7.807_0.0_16.396,train,48.581,2.122,4.502884,3.978,7.807,0.0,16.396,0.6453758508005923,0.011460824420153271
airFoil2D_SST_48.621_3.52_2.374_6.607_19.284,train,48.621,3.52,12.3904,2.374,6.607,19.284,0.0,0.6095253488144431,0.012204985364274981
airFoil2D_SST_48.774_-3.265_0.413_7.125_0.0_10.73,train,48.774,-3.265,10.660225,0.413,7.125,0.0,10.73,-0.3126753307565594,0.008987617181187894
airFoil2D_SST_48.806_4.534_1.126_3.143_1.0_16.829,train,48.806,4.534,20.557156,1.126,3.143,1.0,16.829,0.538312022914018,0.011059367609593026
airFoil2D_SST_48.984_9.17_0.173_6.123_0.0_7.955,train,48.984,9.17,84.0889,0.173,6.123,0.0,7.955,0.9978003414123096,0.012833066999270695
airFoil2D_SST_49.078_12.209_4.305_5.277_13.671,train,49.078,12.209,149.05968099999998,4.305,5.277,13.671,0.0,1.608644975511162,0.023335392374451785
airFoil2D_SST_49.136_7.466_2.394_6.99_17.005,train,49.136,7.466,55.741156000000004,2.394,6.99,17.005,0.0,1.0504628101549505,0.014371783499412186
airFoil2D_SST_49.168_-0.213_1.505_6.78_0.0_10.288,train,49.168,-0.213,0.045369,1.505,6.78,0.0,10.288,0.13115188276231993,0.00859820998590461
airFoil2D_SST_49.175_3.676_2.766_4.974_17.731,train,49.175,3.676,13.512976000000002,2.766,4.974,17.731,0.0,0.6569266881943637,0.011780855272695907
airFoil2D_SST_49.328_9.718_3.178_4.924_19.726,train,49.328,9.718,94.439524,3.178,4.924,19.726,0.0,1.2084862129782825,0.019609313774867573
airFoil2D_SST_49.469_-2.217_4.447_5.034_12.918,train,49.469,-2.217,4.915089,4.447,5.034,12.918,0.0,0.2634686444543932,0.009609956159586475
airFoil2D_SST_49.549_10.888_6.594_0.0_18.8,train,49.549,10.888,118.54854399999999,6.594,0.0,18.8,0.0,1.0636912638975764,0.016476129583032136
airFoil2D_SST_49.633_10.824_0.707_6.093_0.0_12.871,train,49.633,10.824,117.158976,0.707,6.093,0.0,12.871,1.1873638325090812,0.015188764697167782
airFoil2D_SST_49.676_2.965_1.168_2.368_15.403,train,49.676,2.965,8.791224999999999,1.168,2.368,15.403,0.0,0.42221333546865203,0.010167957718088212
airFoil2D_SST_49.766_1.946_2.435_3.298_1.0_7.238,train,49.766,1.946,3.7869159999999997,2.435,3.298,1.0,7.238,0.37465271927898175,0.008345774392687796
airFoil2D_SST_49.984_-2.893_6.476_5.264_10.903,train,49.984,-2.893,8.369449,6.476,5.264,10.903,0.0,0.4434661820802991,0.009875979780233995
airFoil2D_SST_50.02_3.666_0.162_6.364_18.534,train,50.02,3.666,13.439556,0.162,6.364,18.534,0.0,0.3846822778132773,0.01094651760933113
airFoil2D_SST_50.061_2.882_0.16_7.359_0.0_12.354,train,50.061,2.882,8.305924000000001,0.16,7.359,0.0,12.354,0.329298419236667,0.009254483749780685
airFoil2D_SST_50.077_-4.416_2.834_4.029_1.0_5.156,train,50.077,-4.416,19.501056000000002,2.834,4.029,1.0,5.156,-0.28294453081766197,0.045948829595197124
airFoil2D_SST_50.109_5.376_0.91_3.612_0.0_17.761,train,50.109,5.376,28.901376000000003,0.91,3.612,0.0,17.761,0.6073546055283127,0.011612186216949334
airFoil2D_SST_50.118_-3.017_4.74_5.965_8.22,train,50.118,-3.017,9.102288999999999,4.74,5.965,8.22,0.0,0.2831219966220005,0.008832732622569232
airFoil2D_SST_50.378_9.252_2.341_6.162_1.0_19.459,train,50.378,9.252,85.59950400000001,2.341,6.162,1.0,19.459,1.0863699755605771,0.017064519298321344
airFoil2D_SST_50.441_7.5_3.907_0.0_15.735,train,50.441,7.5,56.25,3.907,0.0,15.735,0.0,0.7825141602044857,0.012053881326324125
airFoil2D_SST_50.53_6.748_0.113_3.248_18.587,train,50.53,6.748,45.535504,0.113,3.248,18.587,0.0,0.684513070809231,0.012346141159962179
airFoil2D_SST_50.657_1.706_4.798_5.57_19.235,train,50.657,1.706,2.910436,4.798,5.57,19.235,0.0,0.6531341041609088,0.012848907147485253
airFoil2D_SST_50.778_5.274_3.166_0.0_6.833,train,50.778,5.274,27.815076,3.166,0.0,6.833,0.0,0.5777549413639878,0.009169832967410786
airFoil2D_SST_50.797_7.718_2.061_5.037_10.51,train,50.797,7.718,59.567524,2.061,5.037,10.51,0.0,1.0621522964050047,0.0121683807157832
airFoil2D_SST_50.809_-3.601_1.99_4.754_0.0_9.755,train,50.809,-3.601,12.967201,1.99,4.754,0.0,9.755,-0.23207378840707593,0.008798620553158202
airFoil2D_SST_50.93_3.625_5.856_1.977_18.239,train,50.93,3.625,13.140625,5.856,1.977,18.239,0.0,0.884364741614409,0.013564555862637783
airFoil2D_SST_51.025_3.578_3.636_2.36_13.085,train,51.025,3.578,12.802083999999999,3.636,2.36,13.085,0.0,0.7367634262827902,0.010637414493221276
airFoil2D_SST_51.046_-1.078_2.412_3.669_1.0_10.87,train,51.046,-1.078,1.1620840000000001,2.412,3.669,1.0,10.87,0.05206593341729424,0.008665515886205108
airFoil2D_SST_51.187_1.87_1.978_0.0_7.829,train,51.187,1.87,3.4969000000000006,1.978,0.0,7.829,0.0,0.20674623828060032,0.008150068796391427
airFoil2D_SST_51.199_-0.181_1.595_2.578_15.763,train,51.199,-0.181,0.032761,1.595,2.578,15.763,0.0,0.13034293736274546,0.009704785352133039
airFoil2D_SST_51.251_0.288_3.087_5.592_0.0_12.178,train,51.251,0.288,0.08294399999999999,3.087,5.592,0.0,12.178,0.3086894525106168,0.009199443006778071
airFoil2D_SST_51.383_6.583_0.436_7.553_1.0_16.544,train,51.383,6.583,43.335889,0.436,7.553,1.0,16.544,0.7244300571084349,0.011803468986892645
airFoil2D_SST_51.458_1.678_0.559_6.45_1.0_13.58,train,51.458,1.678,2.8156839999999996,0.559,6.45,1.0,13.58,0.23481511928604185,0.009293430719749241
airFoil2D_SST_51.516_1.181_0.226_5.779_0.0_15.447,train,51.516,1.181,1.3947610000000001,0.226,5.779,0.0,15.447,0.14443202198396962,0.009614227273419148
airFoil2D_SST_51.554_-3.382_1.05_1.734_8.866,train,51.554,-3.382,11.437924,1.05,1.734,8.866,0.0,-0.26964500303961764,0.008558770212503251
airFoil2D_SST_51.929_-4.307_5.722_6.165_14.746,train,51.929,-4.307,18.550249000000004,5.722,6.165,14.746,0.0,0.21901693635709385,0.010642553010846307
airFoil2D_SST_51.977_8.365_1.935_4.03_1.0_5.275,train,51.977,8.365,69.973225,1.935,4.03,1.0,5.275,1.0386562836141708,0.011998305681810015
airFoil2D_SST_52.096_-2.731_2.953_4.585_0.0_19.774,train,52.096,-2.731,7.458360999999999,2.953,4.585,0.0,19.774,-0.04994942600588037,0.010729664959043969
airFoil2D_SST_52.098_9.929_0.419_2.863_19.435,train,52.098,9.929,98.585041,0.419,2.863,19.435,0.0,0.9966537843667163,0.015667372292743356
airFoil2D_SST_52.303_4.27_0.815_7.677_1.0_13.254,train,52.303,4.27,18.232899999999997,0.815,7.677,1.0,13.254,0.5483281919631368,0.009967072833614237
airFoil2D_SST_52.404_-0.806_5.293_0.0_15.85,train,52.404,-0.806,0.6496360000000001,5.293,0.0,15.85,0.0,-0.079614658932126,0.009630798171637329
airFoil2D_SST_52.526_2.212_4.618_3.827_10.191,train,52.526,2.212,4.892944000000001,4.618,3.827,10.191,0.0,0.7352646353230973,0.009821590521919612
airFoil2D_SST_52.611_2.304_1.286_6.028_0.0_8.298,train,52.611,2.304,5.308415999999999,1.286,6.028,0.0,8.298,0.375536017105057,0.00842642608850875
airFoil2D_SST_52.676_11.53_0.388_5.234_0.0_14.953,train,52.676,11.53,132.9409,0.388,5.234,0.0,14.953,1.2008756194846673,0.016252926620685226
airFoil2D_SST_52.817_14.522_2.694_4.264_1.0_15.419,train,52.817,14.522,210.888484,2.694,4.264,1.0,15.419,1.5394084207483303,0.02694913807405765
airFoil2D_SST_52.827_11.073_1.128_7.058_1.0_10.839,train,52.827,11.073,122.61132900000001,1.128,7.058,1.0,10.839,1.2710940039360912,0.01545391323937793
airFoil2D_SST_52.837_-0.902_2.345_6.419_1.0_9.831,train,52.837,-0.902,0.813604,2.345,6.419,1.0,9.831,0.13293600732703553,0.008479173403018792
airFoil2D_SST_52.872_8.448_2.671_6.283_1.0_19.374,train,52.872,8.448,71.36870400000001,2.671,6.283,1.0,19.374,1.0499718722809563,0.016135018980718847
airFoil2D_SST_52.873_11.631_6.861_1.539_6.571,train,52.873,11.631,135.280161,6.861,1.539,6.571,0.0,1.7988451201908637,0.020671876840570286
airFoil2D_SST_52.943_12.506_0.164_5.878_10.024,train,52.943,12.506,156.400036,0.164,5.878,10.024,0.0,1.3082762386102484,0.01810155679526386
airFoil2D_SST_52.95_-3.473_0.434_3.418_1.0_5.738,train,52.95,-3.473,12.061729,0.434,3.418,1.0,5.738,-0.35272409183806813,0.008174090823707587
airFoil2D_SST_53.08_0.384_1.33_3.23_1.0_9.254,train,53.08,0.384,0.147456,1.33,3.23,1.0,9.254,0.1296637011126468,0.008269551295959406
airFoil2D_SST_53.108_11.606_3.49_6.099_7.082,train,53.108,11.606,134.69923599999998,3.49,6.099,7.082,0.0,1.588433174839797,0.020725483135388863
airFoil2D_SST_53.127_-0.9_3.678_4.25_0.0_19.817,train,53.127,-0.9,0.81,3.678,4.25,0.0,19.817,0.16954729641981484,0.010806763898464165
airFoil2D_SST_53.178_-1.488_0.143_6.501_1.0_9.5,train,53.178,-1.488,2.214144,0.143,6.501,1.0,9.5,-0.14943348900017747,0.008337395344922564
airFoil2D_SST_53.247_3.939_5.684_2.169_8.633,train,53.247,3.939,15.515721000000001,5.684,2.169,8.633,0.0,0.9831939802331868,0.010694309732988242
airFoil2D_SST_53.356_13.677_4.715_4.855_9.085,train,53.356,13.677,187.060329,4.715,4.855,9.085,0.0,1.779175518088569,0.02645603908063408
airFoil2D_SST_53.361_8.797_3.729_6.903_1.0_10.309,train,53.361,8.797,77.38720900000001,3.729,6.903,1.0,10.309,1.3055067074372004,0.014087459346570911
airFoil2D_SST_53.495_0.177_0.46_5.866_1.0_9.361,train,53.495,0.177,0.031328999999999996,0.46,5.866,1.0,9.361,0.062436073002046566,0.008237116049081058
airFoil2D_SST_53.752_1.602_6.404_5.089_6.206,train,53.752,1.602,2.5664040000000004,6.404,5.089,6.206,0.0,0.9299250192209946,0.009853798670417059
airFoil2D_SST_53.78_-2.014_0.251_4.147_0.0_11.898,train,53.78,-2.014,4.056195999999999,0.251,4.147,0.0,11.898,-0.20028370273832297,0.008842144002728853
airFoil2D_SST_53.961_3.592_3.367_6.696_1.0_16.749,train,53.961,3.592,12.902464,3.367,6.696,1.0,16.749,0.6976545644299719,0.011540700912990896
airFoil2D_SST_54.041_-0.838_6.786_1.706_19.236,train,54.041,-0.838,0.702244,6.786,1.706,19.236,0.0,0.5005984953764554,0.011785676055867837
airFoil2D_SST_54.044_-3.96_5.045_5.841_16.627,train,54.044,-3.96,15.6816,5.045,5.841,16.627,0.0,0.14263142041016166,0.010676661859075462
airFoil2D_SST_54.196_-0.3_0.752_7.547_1.0_11.244,train,54.196,-0.3,0.09,0.752,7.547,1.0,11.244,0.050661679322708736,0.008586324701664823
airFoil2D_SST_54.352_0.253_2.466_6.173_1.0_19.939,train,54.352,0.253,0.064009,2.466,6.173,1.0,19.939,0.23624781462296185,0.01088604889725843
airFoil2D_SST_54.354_0.507_0.372_4.784_1.0_6.971,train,54.354,0.507,0.257049,0.372,4.784,1.0,6.971,0.08636409028909293,0.007800194985871938
airFoil2D_SST_54.441_12.197_1.197_3.039_0.0_5.321,train,54.441,12.197,148.76680899999997,1.197,3.039,0.0,5.321,1.3086926197570778,0.023668085341604084
airFoil2D_SST_54.441_3.497_2.944_6.185_1.0_6.564,train,54.441,3.497,12.229009,2.944,6.185,1.0,6.564,0.6651863896436622,0.008842837932702668
airFoil2D_SST_54.49_1.502_4.442_2.755_17.676,train,54.49,1.502,2.256004,4.442,2.755,17.676,0.0,0.5648995843858501,0.011211132299724603
airFoil2D_SST_54.54_6.479_3.242_4.457_0.0_5.584,train,54.54,6.479,41.977441,3.242,4.457,0.0,5.584,0.953639580560841,0.010265490811898344
airFoil2D_SST_54.567_-4.146_1.985_6.416_1.0_6.25,train,54.567,-4.146,17.189315999999998,1.985,6.416,1.0,6.25,-0.26066268108064694,0.008510522630269397
airFoil2D_SST_54.588_13.044_6.998_0.0_15.482,train,54.588,13.044,170.145936,6.998,0.0,15.482,0.0,1.2992253069608066,0.01872135213060501
airFoil2D_SST_54.627_14.036_4.031_1.872_5.46,train,54.627,14.036,197.00929599999998,4.031,1.872,5.46,0.0,1.724126914019043,0.027987277530543718
airFoil2D_SST_54.659_-1.288_3.39_5.902_1.0_17.771,train,54.659,-1.288,1.6589440000000002,3.39,5.902,1.0,17.771,0.16558327984842816,0.010267355857299357
airFoil2D_SST_54.901_-0.247_1.878_4.946_1.0_8.396,train,54.901,-0.247,0.061009,1.878,4.946,1.0,8.396,0.1299814452487257,0.008103613340161143
airFoil2D_SST_54.917_10.111_3.142_6.932_1.0_16.944,train,54.917,10.111,102.23232100000001,3.142,6.932,1.0,16.944,1.2862284487409785,0.018138866404300708
airFoil2D_SST_55.016_3.063_4.869_3.048_8.472,train,55.016,3.063,9.381969000000002,4.869,3.048,8.472,0.0,0.8347121337474609,0.009762783706280226
airFoil2D_SST_55.202_-1.944_1.02_4.368_1.0_5.438,train,55.202,-1.944,3.779136,1.02,4.368,1.0,5.438,-0.1360241414692234,0.007683608295539974
airFoil2D_SST_55.325_1.589_3.555_3.041_1.0_10.736,train,55.325,1.589,2.524921,3.555,3.041,1.0,10.736,0.39997064508257246,0.008970900566177357
airFoil2D_SST_55.399_13.545_0.692_1.92_13.624,train,55.399,13.545,183.467025,0.692,1.92,13.624,0.0,1.411179992648748,0.019943774739697766
airFoil2D_SST_55.541_9.902_1.288_4.79_0.0_16.92,train,55.541,9.902,98.04960399999999,1.288,4.79,0.0,16.92,1.0966067261839294,0.015121845817533338
airFoil2D_SST_55.607_-1.146_3.498_5.408_6.232,train,55.607,-1.146,1.3133159999999997,3.498,5.408,6.232,0.0,0.3109958681183491,0.00800350104985856
airFoil2D_SST_55.693_6.308_2.583_5.479_0.0_5.791,train,55.693,6.308,39.790864,2.583,5.479,0.0,5.791,0.9119725153493754,0.0100380087694923
airFoil2D_SST_55.746_-4.682_0.208_0.0_16.346,train,55.746,-4.682,21.921124000000002,0.208,0.0,16.346,0.0,-0.4872369557158246,0.01049571102586571
airFoil2D_SST_55.856_8.468_5.544_6.373_9.497,train,55.856,8.468,71.707024,5.544,6.373,9.497,0.0,1.5382914397663605,0.0169491346153583
airFoil2D_SST_55.908_1.309_0.434_3.31_1.0_9.549,train,55.908,1.309,1.7134809999999998,0.434,3.31,1.0,9.549,0.17304333873923144,0.008282807382077043
airFoil2D_SST_55.932_12.905_1.912_3.367_1.0_10.866,train,55.932,12.905,166.53902499999998,1.912,3.367,1.0,10.866,1.4446518453874673,0.018713553102733937
airFoil2D_SST_55.95_-0.655_0.037_3.255_5.094,train,55.95,-0.655,0.42902500000000005,0.037,3.255,5.094,0.0,-0.06828804513859978,0.00745928376515302
airFoil2D_SST_55.96_6.668_1.555_6.733_0.0_15.452,train,55.96,6.668,44.462224,1.555,6.733,0.0,15.452,0.8494980816311721,0.011931003440640776
airFoil2D_SST_55.984_-0.431_4.567_5.834_10.316,train,55.984,-0.431,0.18576099999999998,4.567,5.834,10.316,0.0,0.5284952548498213,0.009264547613930143
airFoil2D_SST_56.04_10.374_2.201_3.946_14.961,train,56.04,10.374,107.619876,2.201,3.946,14.961,0.0,1.272210359287394,0.015970269090315847
airFoil2D_SST_56.105_6.781_1.751_7.49_0.0_6.457,train,56.105,6.781,45.981961,1.751,7.49,0.0,6.457,0.9268483783482232,0.010428117433006423
airFoil2D_SST_56.177_2.108_1.208_3.592_0.0_14.763,train,56.177,2.108,4.443664,1.208,3.592,0.0,14.763,0.30760216059748835,0.00955633631275151
airFoil2D_SST_56.306_2.803_2.171_6.701_6.909,train,56.306,2.803,7.856808999999999,2.171,6.701,6.909,0.0,0.6218893948613535,0.008680899735797182
airFoil2D_SST_56.324_2.155_3.505_7.749_0.0_12.702,train,56.324,2.155,4.644024999999999,3.505,7.749,0.0,12.702,0.6247401836860238,0.009954519793535644
airFoil2D_SST_56.353_10.069_1.42_5.408_1.0_19.742,train,56.353,10.069,101.38476100000001,1.42,5.408,1.0,19.742,1.0766820954936827,0.016706161348107332
airFoil2D_SST_56.3_12.327_1.959_6.913_0.0_15.094,train,56.3,12.327,151.954929,1.959,6.913,0.0,15.094,1.4017767098919574,0.019393970888578606
airFoil2D_SST_56.452_0.864_3.8_7.348_0.0_19.123,train,56.452,0.864,0.7464959999999999,3.8,7.348,0.0,19.123,0.4590743086346173,0.011309909388790878
airFoil2D_SST_56.563_-2.421_0.315_6.918_12.589,train,56.563,-2.421,5.861240999999999,0.315,6.918,12.589,0.0,-0.2188393404042227,0.00895949287549124
airFoil2D_SST_56.617_14.528_4.873_2.075_15.499,train,56.617,14.528,211.06278400000002,4.873,2.075,15.499,0.0,1.6917936255842223,0.03372050215222701
airFoil2D_SST_56.749_1.468_1.967_7.293_1.0_8.866,train,56.749,1.468,2.155024,1.967,7.293,1.0,8.866,0.37552232029194277,0.008414806669163563
airFoil2D_SST_56.749_11.537_2.348_3.444_0.0_7.026,train,56.749,11.537,133.102369,2.348,3.444,0.0,7.026,1.3656167933928542,0.016386362415763148
airFoil2D_SST_56.878_-0.901_1.896_4.81_0.0_18.072,train,56.878,-0.901,0.811801,1.896,4.81,0.0,18.072,0.05594305606709517,0.01006547118689282
airFoil2D_SST_56.975_0.059_1.658_6.404_0.0_5.369,train,56.975,0.059,0.0034809999999999997,1.658,6.404,0.0,5.369,0.16901806971579494,0.00755985812611153
