design_id,B_Ramp_Angle,B_Diffusor_Angle,B_Trunklid_Angle,C_Side_Mirrors_Rotation,D_Rear_Window_Inclination,D_Winscreen_Inclination,C_Side_Mirrors_Translate_X,C_Side_Mirrors_Translate_Z,D_Winscreen_Length,D_Rear_Window_Length,E_A_B_C_Pillar_Thickness,G_Trunklid_Curvature,G_Trunklid_Length,H_Front_Bumper_Curvature,H_Front_Bumper_Length,F_Door_Handles_Thickness,F_Door_Handles_Z_Position,E_Fenders_Arch_Offset,A_Car_Length,F_Door_Handles_X_Position,A_Car_Width,A_Car_Roof_Height,A_Car_Green_House_Angle,fam_F_S,fam_N_S,cd
E_S_WW_WM_046,0.0703992,-0.233712,6.56576,3.67604,-1.28,-1.16,-8.94106,7.38831,-40.27,33.4018,-0.795495,0.7,5.92669,0.8,49.3001,13.2654,21.2681,9.87419,-46.2112,-23.9572,112.593,11.4036,76.8045,0.0,0.0,0.2488195599933554
E_S_WW_WM_047,10.586,-2.27331,6.85358,1.20524,-1.07,-0.91,11.66,8.09691,-7.7568,-92.998,-5.76663,0.0,4.76878,0.1,-6.36764,24.0717,18.0311,0.43422,5.93888,15.3816,122.096,-35.1178,-194.365,0.0,0.0,0.2408301942192691
E_S_WW_WM_048,8.87437,9.5542,19.8196,-11.3892,-1.03,-0.38,-1.78541,5.51706,-29.468,146.33,-6.22511,0.5,-14.9096,0.6,59.0362,-4.00774,13.679,-10.129,70.0449,7.06585,-3.22803,49.6234,-110.053,0.0,0.0,0.2773454938837209
E_S_WW_WM_049,-3.78489,-5.5895,-6.35709,9.59035,0.79,0.84,-4.67783,3.96676,-21.1336,95.5069,1.53689,0.0,-24.3573,-0.3,18.1899,5.75139,27.8176,-10.5057,95.8695,-7.12425,143.377,17.0441,87.1995,0.0,0.0,0.2554747986710963
E_S_WW_WM_050,12.7292,7.82559,-7.15801,6.1202,0.45,1.66,12.6331,-2.81128,-38.326,2.99137,-11.9864,0.7,-3.8849,0.4,32.711,-1.30711,-7.2127,52.7046,-17.5864,-27.62,114.124,44.9356,142.64,0.0,0.0,0.284741999461794
E_S_WW_WM_051,4.01519,1.78951,3.97158,8.68468,0.75,-1.12,-8.04017,4.31784,-2.88838,37.4139,-11.4571,-0.3,-11.7336,0.8,19.542,13.1763,-26.2913,-12.9201,-42.1535,-15.2952,147.512,-48.9059,-59.4077,0.0,0.0,0.2657277111528239
E_S_WW_WM_052,-6.06268,4.02723,0.876975,-18.9561,0.51,-1.73,16.5415,-1.56345,-43.1796,-49.2291,-4.35783,0.2,1.67228,0.3,24.4472,20.1422,-5.43766,35.1974,-37.9832,-35.8973,99.9447,76.8117,-1.24425,0.0,0.0,0.2684300493986711
E_S_WW_WM_053,-3.64647,11.6744,19.2246,-13.3196,-0.29,1.76,0.0795703,2.29189,-46.3118,3.68666,-9.25189,-0.2,2.24832,1.0,14.5889,1.05082,11.2466,-19.7039,57.099,-8.83084,112.34,-0.641698,-65.1885,0.0,0.0,0.2604615211661129
E_S_WW_WM_054,4.26423,4.82081,-0.0237125,12.9125,2.33,-0.77,-0.638662,-0.0671311,36.9819,16.2219,-6.03981,0.5,16.6951,0.8,-3.00514,15.5079,-11.4415,-19.0879,63.7381,-47.553,-13.1113,36.772,-183.844,0.0,0.0,0.2646385521096345
E_S_WW_WM_055,13.5116,1.93078,9.32299,-12.2034,0.59,-1.24,-1.64344,-4.92366,14.5829,-61.2858,-7.48999,0.3,5.20527,-0.1,9.89929,-7.68389,-26.8854,23.6259,104.28,-45.9744,16.2842,-57.8694,85.6533,0.0,0.0,0.254442675847176
E_S_WW_WM_056,-0.0388756,7.41232,12.3098,16.6153,1.09,0.95,-9.55242,6.90909,10.2509,46.4007,-12.5634,0.2,16.1664,0.6,-24.9286,12.1821,18.2327,0.679624,-55.6252,-12.8859,86.0909,12.9676,126.022,0.0,0.0,0.2760346072757475
E_S_WW_WM_057,-5.98851,4.07936,19.7971,18.6016,0.9,-1.23,1.48677,1.84382,43.7524,4.22485,-8.37552,0.0,-13.5,0.4,38.3261,-15.4442,-21.8855,4.0334,-4.87615,8.66135,90.8275,-14.2313,59.9834,0.0,0.0,0.2748058179169435
E_S_WW_WM_058,-6.8927,0.191741,5.08488,2.95786,0.44,-1.36,-2.30362,5.09923,-33.9468,-86.4654,-2.27495,0.6,18.2281,0.5,8.59919,-12.4803,-3.45668,48.9472,59.1773,1.12825,149.105,26.0758,137.382,0.0,0.0,0.2679391559734219
E_S_WW_WM_059,2.46309,8.81047,7.91095,-3.98225,-0.61,-0.13,9.98959,3.75343,-43.0258,70.4447,-5.71221,0.2,-7.75284,-0.1,-24.4181,8.45809,25.1944,-13.1739,43.9449,-47.0876,80.607,-29.3383,113.353,0.0,0.0,0.2820875678305647
E_S_WW_WM_060,-6.70991,-6.24441,5.86238,1.3463,-1.16,-1.5,13.4125,2.1444,16.5428,-8.04368,-2.28827,0.5,24.11,-0.1,40.6825,1.12416,9.69321,23.7555,113.983,-46.3008,96.9151,45.4771,-81.1225,0.0,0.0,0.2593869911428572
E_S_WW_WM_061,-3.95586,3.57233,-2.00879,-12.4759,0.66,2.29,-1.84489,4.78959,2.02552,-50.1428,-8.07586,0.7,-14.5598,0.9,-17.8994,3.72529,20.2116,39.4137,99.5412,-14.486,42.0532,-7.94132,-138.19,0.0,0.0,0.2709003573887043
E_S_WW_WM_062,14.309,5.67241,-5.57345,-9.66101,-1.33,1.18,13.6039,-1.22066,-26.9623,71.2527,-7.85074,0.2,-2.73454,0.6,-1.64247,28.2051,-13.8843,18.3368,43.3021,44.6226,51.4212,3.73091,-18.2927,0.0,0.0,0.2714517269966777
E_S_WW_WM_063,12.6839,12.234,-5.32359,6.92844,1.16,-1.4,-1.9296,-2.04512,26.2574,-48.2582,-10.3974,-0.1,-21.7572,-0.4,-9.81795,15.4381,1.28191,29.7391,8.79057,23.333,75.0177,70.1269,-25.4477,0.0,0.0,0.2965656786345514
E_S_WW_WM_064,11.485,3.0891,-0.156867,-10.4207,-1.34,0.88,5.11886,-2.25905,47.2631,140.652,-12.6005,0.7,0.60182,0.4,47.9245,-11.2895,20.3771,-20.9739,26.8025,-16.3181,72.6185,77.9713,-98.6488,0.0,0.0,0.2983504357209302
E_S_WW_WM_065,3.68679,2.76065,-5.85023,-10.9935,-0.8,0.21,-6.36673,6.64293,-41.2796,-79.4199,1.07315,-0.2,-12.1662,0.9,0.36407,18.8088,-13.2105,46.3782,51.6223,19.2904,37.765,60.6053,-115.612,0.0,0.0,0.2661084660930232
E_S_WW_WM_066,5.2301,1.38006,-7.47713,-12.9914,-1.55,2.22,11.2614,2.00545,-42.2904,-49.1283,-2.42039,0.6,-15.4334,0.0,27.8351,22.8886,12.1077,1.83801,-11.5411,17.6989,71.4622,-50.0044,14.8278,0.0,0.0,0.2532352449269103
E_S_WW_WM_067,1.49218,8.4468,2.79728,0.958303,2.03,-0.78,-5.37821,3.33305,0.784581,143.336,-1.86766,0.7,21.8015,0.7,-2.02852,26.9475,-8.05447,33.613,103.785,42.4647,124.918,30.161,-84.0097,0.0,0.0,0.2919672262026578
E_S_WW_WM_068,8.65745,8.99024,8.79453,5.66608,1.03,0.58,1.82426,-0.52494,-47.5101,-76.7586,-3.02358,0.1,20.533,0.4,45.495,25.0571,-16.1636,-3.88847,-30.522,-48.5251,40.6694,15.8643,-113.417,0.0,0.0,0.2514922414916943
E_S_WW_WM_069,9.10558,-0.0274714,10.5647,0.424774,-0.09,1.61,11.5991,4.59013,49.5104,-30.1779,1.29387,0.1,-16.7289,0.3,52.2213,27.7962,16.6171,31.6547,-22.0515,4.02767,141.99,-17.4389,147.641,0.0,0.0,0.2485308554485049
E_S_WW_WM_070,6.81563,0.386117,-6.56008,3.60531,-0.1,-0.82,8.96836,-2.91352,32.3345,17.598,-6.61017,0.5,6.45565,-0.1,-21.4003,27.084,-2.6999,47.5399,81.92,37.2096,-8.55409,-3.92932,-195.616,0.0,0.0,0.2849559547475083
E_S_WW_WM_071,5.16265,-6.99089,9.14885,-7.37605,1.48,-0.61,11.8357,8.37785,2.67085,-82.9623,1.50487,0.7,-13.8185,0.4,21.5526,19.2907,24.5038,-21.4439,-10.7403,-6.54833,-20.5518,63.0411,-109.202,0.0,0.0,0.2518225228272425
E_S_WW_WM_072,-7.08536,-7.41645,1.70528,-13.4914,-0.31,-1.27,11.4561,8.06763,10.9957,-17.2091,-12.8885,0.7,-12.0383,0.6,35.0653,5.39458,8.69396,51.0981,-6.44178,5.14348,72.1611,80.6637,54.7768,0.0,0.0,0.2893692792126245
E_S_WW_WM_073,2.01438,-2.96881,5.55751,-18.067,0.56,-0.64,-8.02077,0.550374,43.3045,32.9451,-0.158323,0.5,24.3434,-0.3,15.1732,18.1055,1.18185,-2.38861,78.2988,11.1016,74.281,63.3661,-195.349,0.0,0.0,0.2366439385747508
E_S_WW_WM_074,11.9733,4.37333,-1.94452,8.98058,2.25,0.98,12.3888,4.26591,12.7911,79.7044,-0.614546,0.0,-13.3064,0.0,-18.5408,21.9867,7.71762,41.6186,83.4903,-43.6618,121.367,85.3683,-83.7977,0.0,0.0,0.2857580543588039
E_S_WW_WM_075,13.9331,-1.16466,14.343,19.3653,-0.78,1.1,4.48063,7.32167,31.6496,144.769,-8.91446,-0.2,-5.66098,0.9,16.5981,0.144484,4.85756,-16.2127,-17.7229,20.8284,12.0725,66.6381,0.458509,0.0,0.0,0.2885656219501661
E_S_WW_WM_076,8.47163,1.92059,-6.37973,-7.61462,0.15,0.44,14.657,6.57401,-42.583,9.89722,4.78586,0.6,-5.26398,-0.1,24.7564,-15.6695,-2.88566,-7.45974,119.717,-39.6603,122.338,-9.38895,-111.395,0.0,0.0,0.2604955337242524
E_S_WW_WM_077,-1.52524,2.35977,13.6815,-12.2887,-0.89,2.1,17.1326,-2.56972,35.7446,-73.1301,-7.65598,0.1,-15.9372,0.4,57.8685,7.98449,12.6356,26.7613,107.132,-34.2082,132.781,27.1138,-185.266,0.0,0.0,0.253765264269103
E_S_WW_WM_078,6.0752,3.63529,1.03659,-3.17428,-0.18,2.08,18.0556,4.34223,-12.2671,148.793,-7.482,-0.1,-24.9264,0.0,27.6621,-18.8328,17.7967,23.1288,60.3413,-8.55942,27.2912,-59.2143,8.69341,0.0,0.0,0.2920726826511627
E_S_WW_WM_079,11.1432,3.24959,-5.30186,15.2918,1.09,2.48,-1.05702,0.780783,-18.8297,54.3632,-0.115303,0.5,-0.218052,-0.2,35.8074,25.1178,-14.7617,11.4857,-41.883,5.53025,-51.6168,80.0676,-33.5897,0.0,0.0,0.2882845895315614
E_S_WW_WM_080,3.81305,-2.08332,15.3919,-6.86644,1.66,0.06,4.66926,8.96062,37.9358,-83.2544,-12.3034,0.3,-19.1725,-0.1,-1.89964,-13.7564,3.5526,50.6538,78.5063,21.847,-2.42089,-47.77,104.271,0.0,0.0,0.2738541625116279
E_S_WW_WM_081,-6.43278,-3.23396,3.62362,5.6013,1.55,1.75,7.88908,6.53094,-0.48562,-39.8002,4.87345,-0.3,21.6155,0.7,2.37074,4.30935,-25.1647,16.16,103.569,35.2674,-12.6869,28.6578,60.0568,0.0,0.0,0.2497701656877076
E_S_WW_WM_082,-4.21357,-0.0894318,7.11488,-8.87454,-1.4,-1.62,-3.1281,6.55532,24.3209,-43.8126,-12.6938,0.7,10.5945,0.9,12.3103,9.58312,-17.8279,16.741,31.9697,27.2799,22.9983,-54.4601,115.332,0.0,0.0,0.265086902358804
E_S_WW_WM_083,0.847271,12.4724,4.15309,12.9717,-0.62,0.64,13.1116,-2.31166,-47.2688,-10.7007,-1.78618,0.0,8.00606,0.8,-9.6818,-18.461,19.6548,24.2571,-44.7912,40.6658,84.4414,17.4182,92.1014,0.0,0.0,0.2636299002093023
E_S_WW_WM_084,12.1194,-5.72543,8.67513,5.90266,-0.76,0.73,5.39813,-0.0200747,-12.4536,40.1784,-9.46416,-0.2,22.0729,0.4,56.1875,20.5667,-1.59406,44.2848,59.9544,45.2873,107.081,-44.8365,-153.417,0.0,0.0,0.2580901892990033
E_S_WW_WM_085,10.1618,-5.90353,19.9859,-16.182,-0.88,0.43,-2.65709,-4.02478,29.5708,83.4885,-5.30543,-0.1,4.92839,0.8,25.0686,-5.64847,13.0466,45.8151,45.9269,32.1505,109.008,24.2438,117.017,0.0,0.0,0.2646100259435215
E_S_WW_WM_086,-0.527802,-4.3554,13.2854,-16.9344,2.07,1.22,-7.14646,-1.25088,3.7399,-26.3253,-5.15837,0.6,-11.6435,-0.3,25.3921,-1.47266,16.9421,-0.0188411,61.7582,-22.4399,65.4327,-59.7181,-37.9416,0.0,0.0,0.2465691449335547
E_S_WW_WM_087,-5.67476,8.51474,-5.75477,8.8656,1.97,-0.72,18.6646,-3.50066,22.5832,-69.6234,-1.98936,0.5,12.887,0.8,-13.785,7.75658,-16.3899,2.35485,29.7169,13.2822,75.8858,23.5726,130.706,0.0,0.0,0.2601550029435217
E_S_WW_WM_088,11.3461,7.75124,19.663,11.7301,2.44,-0.9,0.993177,2.71796,7.84573,127.433,1.89421,-0.2,16.2855,0.2,-5.80491,-1.93688,20.6478,-23.2979,4.79,-7.15741,28.5533,63.7636,6.22801,0.0,0.0,0.282106851936877
E_S_WW_WM_089,-0.0568439,-6.40049,-1.54967,-2.38679,0.44,2.36,-8.97293,5.3507,-43.4139,18.6714,3.70839,0.3,-14.2703,0.4,34.3541,1.23099,-12.6555,-10.4114,-9.33593,26.6183,46.96,38.8595,-50.0596,0.0,0.0,0.2364834149302325
E_S_WW_WM_090,6.17557,13.0753,4.35773,18.7679,-0.9,0.78,1.88285,6.30112,-41.9653,115.69,-3.78206,0.1,-0.939163,0.0,-13.3246,-15.068,-25.8855,35.0147,-30.4024,-20.1443,8.52555,66.9162,37.8277,0.0,0.0,0.2992841303986711
E_S_WW_WM_091,13.9988,12.5763,14.7906,-3.38945,1.94,0.67,2.6472,5.826,-3.44286,-10.5869,-12.457,0.0,13.872,-0.2,-12.3638,29.2967,13.0099,32.6107,-24.7455,9.43234,-59.486,41.6892,125.105,0.0,0.0,0.2997355640465116
E_S_WW_WM_092,4.19069,-4.13208,8.91708,8.71621,-1.41,1.52,-3.65586,0.62972,-13.729,-6.90594,-8.76062,0.5,-4.39754,0.5,47.1069,23.7151,-20.0274,54.7295,-49.6694,-38.582,-32.0389,-54.8688,12.3691,0.0,0.0,0.2685478936179402
E_S_WW_WM_093,5.06481,2.49074,11.8847,16.759,-0.79,-1.03,3.4795,-4.69645,-16.4054,93.7819,-13.5788,0.5,-19.685,-0.4,7.7316,23.5265,-7.88261,0.487496,53.0947,-35.4444,109.961,-32.319,-66.6255,0.0,0.0,0.2830769074252491
E_S_WW_WM_094,12.0801,9.59945,12.5088,19.4906,1.75,0.72,4.72632,-3.42787,-35.7098,-15.3577,-1.0577,0.3,16.3593,-0.2,-2.48605,3.30694,25.5184,47.9609,40.7519,-32.8962,105.055,38.6734,-21.1387,0.0,0.0,0.2721913956810631
E_S_WW_WM_095,2.14762,9.96602,2.87842,16.6507,-1.68,0.15,-3.6691,4.20915,0.160939,-0.424535,-9.8336,0.2,22.3688,0.8,42.8141,-11.5165,-25.4865,-17.4027,37.4045,-8.63785,-9.03726,88.5682,135.488,0.0,0.0,0.2582909512425249
E_S_WW_WM_096,2.32805,-7.82788,-2.47309,18.1804,-0.03,0.88,10.4821,6.45353,39.5244,78.704,2.42086,0.8,18.0086,1.0,31.0421,10.4971,9.78999,-0.136251,-54.0827,35.9741,-7.3669,45.6949,-29.9495,0.0,0.0,0.2495635145415282
E_S_WW_WM_097,0.997573,5.31814,7.99781,-16.7611,2.08,0.22,12.3594,3.19969,-22.7576,38.7674,-10.3502,0.1,20.786,-0.4,45.9834,-3.09164,28.1729,40.6286,99.2403,33.1532,-5.96067,-44.4408,76.2592,0.0,0.0,0.2910816730830565
E_S_WW_WM_098,6.49807,9.02438,-5.00505,5.54949,1.24,0.37,1.16697,-2.39352,-24.9142,-18.8325,-13.5189,0.7,19.0275,0.6,-18.9716,-18.6849,0.0289985,5.9175,14.061,-5.0426,-40.511,78.9662,-89.1844,0.0,0.0,0.2935181396378737
E_S_WW_WM_099,7.55305,0.439101,-3.85085,0.0973435,-1.25,-1.01,-9.96959,-4.39533,40.1886,-87.0297,-6.76182,0.1,-4.83413,0.0,21.8623,8.29412,-9.61105,28.6874,-15.6898,37.3062,111.482,-32.812,84.6768,0.0,0.0,0.2485754658737541
E_S_WW_WM_100,12.8486,13.2456,-4.49123,8.24463,-0.2,0.28,14.8651,-2.07286,-31.7686,96.1536,-11.9197,0.4,-23.7886,0.3,38.2047,0.465897,-1.9729,-14.9002,128.433,3.96813,-27.8243,-35.9679,-140.634,0.0,0.0,0.3063540050598006
E_S_WW_WM_101,2.84412,-1.35015,13.7672,-9.41544,-0.64,1.93,18.4869,0.45914,46.5686,92.4451,-0.195517,0.1,-1.04156,0.7,-18.7878,28.4009,21.676,-2.34256,-26.6007,-42.1468,10.597,75.5029,-26.7505,0.0,0.0,0.2522964685880398
E_S_WW_WM_102,-3.26263,10.1715,3.45405,-11.4947,-0.84,0.43,10.8037,-3.83319,22.4358,-9.14081,-9.98544,0.0,19.6719,0.8,-16.9315,-11.3595,22.9206,43.4589,82.7924,-26.3583,-56.6694,56.7958,-171.92,0.0,0.0,0.2994347813421927
E_S_WW_WM_103,13.829,14.8996,4.212,15.5196,0.21,0.21,-9.07096,0.19474,35.5994,-19.5455,-11.9519,0.7,-23.368,0.3,25.2181,19.2037,-17.401,18.6596,41.2649,-18.612,131.323,-26.3131,100.86,0.0,0.0,0.2920287519568106
E_S_WW_WM_104,12.2,-4.89283,-2.09734,-4.98482,-0.6,2.28,0.64675,0.360836,37.4293,-28.8691,-11.4976,0.7,4.40412,0.7,-10.3374,22.4881,-17.1686,45.3637,89.3351,6.90959,128.399,46.3363,-36.7533,0.0,0.0,0.2614817104318937
E_S_WW_WM_105,-4.72684,-1.7724,16.2315,-1.63701,2.46,0.81,-7.57116,2.26483,45.4339,120.461,0.178894,0.4,-0.349976,-0.2,-9.8215,-2.20998,4.48476,46.7063,-20.9021,-12.7937,-26.425,-11.3015,-41.5519,0.0,0.0,0.2790042391993355
E_S_WW_WM_106,11.9958,-1.89559,0.253089,-17.5269,1.74,-1.49,1.94861,-2.36271,-30.5266,6.82413,-3.33724,0.3,2.10565,-0.1,-20.2772,-10.5186,-9.88517,2.90814,-46.5743,33.4251,-28.6665,-45.5858,-54.6862,0.0,0.0,0.2612592647674419
E_S_WW_WM_107,10.4941,11.0894,-0.557074,7.0577,-1.71,0.89,1.75878,-3.32448,42.5855,118.676,-3.60287,0.5,-0.561207,-0.3,51.9195,20.756,12.0186,35.5237,89.1562,22.7526,117.698,-51.6693,49.3522,0.0,0.0,0.2780370607109634
E_S_WW_WM_108,3.04517,-5.69137,-7.06383,14.0516,0.29,-1.32,-0.0555584,8.83285,-12.3244,-89.8343,-10.7227,0.6,3.2321,0.2,57.6249,9.57108,-18.8282,-5.77591,-6.21026,16.8692,-8.28156,68.1095,22.6623,0.0,0.0,0.2768262501395348
E_S_WW_WM_109,-5.26863,7.4964,5.29618,-13.7415,-1.41,-1.73,-1.88508,4.88355,-4.30148,-41.1733,-6.50598,-0.1,5.13632,0.3,49.5118,-4.68787,29.2287,47.3148,-54.6857,-21.0715,15.9015,-30.3505,-164.859,0.0,0.0,0.2950648389900332
E_S_WW_WM_110,0.302009,-2.33465,-1.01117,11.8945,1.09,0.75,8.10745,3.12041,-22.5406,49.0069,-14.6111,0.2,23.8279,0.0,52.3716,-14.5502,5.70773,-14.385,-13.2919,-19.1987,125.481,80.1462,-155.603,0.0,0.0,0.2706878882126246
E_S_WW_WM_111,10.8562,-7.32506,11.9785,10.3035,2.45,0.62,3.9566,9.5718,10.6522,-65.3693,-5.60811,0.5,10.3766,0.5,11.1647,-16.601,2.63839,4.55287,47.3921,8.2157,43.7585,83.4744,-34.005,0.0,0.0,0.2588068276843853
E_S_WW_WM_112,4.04673,13.6292,9.8183,6.98825,2.46,1.33,0.298866,1.12328,-32.0541,19.2116,-6.63254,-0.3,23.353,0.0,24.9108,22.1166,-27.724,4.92562,87.5543,38.1732,61.8086,60.8052,67.1078,0.0,0.0,0.2846288349734219
E_S_WW_WM_113,2.1178,9.51522,6.6263,0.69824,1.79,1.2,17.8607,-0.195699,-33.2368,79.1923,-13.4689,-0.3,-18.4,-0.2,53.5309,-1.76706,-10.9001,15.9959,12.1133,-28.7107,109.437,-56.5256,-157.568,0.0,0.0,0.2794327540099668
E_S_WW_WM_114,-6.98766,-5.5525,11.484,3.27255,-0.37,-0.55,-3.2747,-4.943,2.98276,-18.348,-12.3482,-0.4,3.59387,0.4,28.9147,-7.30691,-8.73536,-19.9695,75.9365,-18.0685,67.696,38.4013,-159.6,0.0,0.0,0.2480312747342192
E_S_WW_WM_115,-2.52446,14.6331,-0.344584,-10.3081,-0.79,0.53,16.573,6.16749,18.1891,138.513,0.642532,0.4,19.4427,0.8,56.746,18.0305,15.0287,8.95728,33.4603,-3.70869,46.6894,57.1647,72.0461,0.0,0.0,0.2800239997176079
E_S_WW_WM_116,-6.22065,12.6457,12.996,6.05135,2.24,-1.55,14.9213,1.90335,30.0161,-16.8432,-9.27697,0.0,6.62281,0.5,46.9526,5.64683,-25.3382,37.4338,25.6821,-25.1029,0.726884,28.7896,-176.385,0.0,0.0,0.2961999497275747
E_S_WW_WM_117,4.65458,0.1484,4.36947,8.1917,-1.04,1.48,-0.464017,-2.68854,-48.9644,43.4032,-7.912,0.6,5.30428,0.7,54.6697,-14.8994,-20.6482,2.19385,8.23756,30.0008,148.67,50.5422,20.9443,0.0,0.0,0.2598726033222591
E_S_WW_WM_118,1.40431,7.85211,-0.602948,16.0316,-1.07,0.46,14.853,6.05978,12.6702,47.9322,-14.4971,0.1,4.5983,0.1,-18.8932,-3.1986,16.7206,26.6006,120.323,43.2338,-49.6834,19.5177,28.8173,0.0,0.0,0.2957650275083056
E_S_WW_WM_119,-4.29811,-1.24288,12.5852,-3.87111,1.68,0.24,-0.843218,6.39564,-28.3721,142.531,-8.14007,0.6,-1.1724,0.3,37.2711,29.58,28.3378,-1.01412,126.329,6.8167,72.5323,3.44595,32.3426,0.0,0.0,0.2664082234451827
E_S_WW_WM_120,14.82,1.96297,12.0954,-17.5664,1.2,0.54,4.29921,9.64745,-8.10225,124.931,-9.96652,0.1,-18.6255,-0.2,23.5152,14.7486,-3.22646,11.6669,64.3523,-36.7633,45.0383,-3.38397,149.899,0.0,0.0,0.2863966297541528
E_S_WW_WM_121,-5.78927,8.01461,17.3522,17.7157,-0.45,-1.66,4.38943,5.94528,18.5933,103.552,4.04274,0.3,-4.61223,0.3,-6.85351,-1.01756,20.9208,11.7774,123.375,-35.7358,34.3398,-25.5579,-50.5797,0.0,0.0,0.2863373589700997
E_S_WW_WM_122,-6.38714,-6.83096,12.6565,5.75115,1.23,2.41,5.01704,2.73699,28.4724,104.852,-6.06572,-0.3,-15.0466,-0.2,50.7174,16.3642,-11.7586,-15.4979,-35.2645,-39.097,37.1844,0.0145039,7.44808,0.0,0.0,0.2572345654584717
E_S_WW_WM_123,3.24643,4.22421,-7.62668,0.899354,1.58,-0.73,10.2312,1.53289,47.5777,-12.7665,-3.05542,-0.4,-16.2341,-0.4,54.269,11.9984,15.6456,7.92492,70.8608,-3.04361,50.8536,0.856584,31.7001,0.0,0.0,0.2588452355481727
E_S_WW_WM_124,14.4782,-5.47314,9.3969,-19.9964,0.66,-0.67,16.9473,4.37412,-45.4573,35.1791,-0.474693,0.3,-11.0783,-0.4,16.2301,-12.7816,-21.4135,46.9327,36.1635,-24.6535,-16.7591,-3.6792,21.3972,0.0,0.0,0.2574018641196013
E_S_WW_WM_125,13.7712,-7.66466,13.4468,-11.3502,0.08,0.7,15.72,3.99054,-45.1881,46.1676,2.72893,0.4,24.9898,0.6,-1.09996,-2.26754,-10.2644,-0.498527,-21.3935,-7.68247,23.5452,67.4999,-124.397,0.0,0.0,0.2544448124318937
E_S_WW_WM_126,13.9597,-0.00682322,9.91159,12.3221,1.96,2.04,16.1335,2.23673,6.89549,87.476,-12.1891,0.4,-16.9767,0.9,0.769032,17.766,13.4675,-17.0343,-6.61818,-25.1644,93.3799,-11.4725,25.1124,0.0,0.0,0.2741825777209302
E_S_WW_WM_127,6.32029,-6.4984,2.06877,-1.85356,-1.46,2.39,-7.34102,1.78636,42.5343,17.7268,2.35115,0.1,-21.2075,0.8,-6.4922,25.2573,-2.97597,-15.046,21.5952,-21.1801,-41.7293,-41.0648,13.9621,0.0,0.0,0.2498637142624585
E_S_WW_WM_128,-3.83374,4.85202,2.67267,14.4129,-1.19,2.15,10.9461,0.647419,-0.375731,43.1274,-13.6464,-0.3,21.2659,0.6,1.12328,18.894,-28.2753,-15.7516,57.8887,-38.1549,79.1765,34.8968,-76.3287,0.0,0.0,0.2679278598538206
E_S_WW_WM_129,9.81578,-5.17871,16.039,3.36547,0.68,0.57,-3.08273,-2.98412,17.1012,-94.2002,-8.96833,-0.3,-22.0567,0.4,12.2701,19.9064,-19.0778,43.9546,53.412,-42.3998,136.613,62.695,56.8716,0.0,0.0,0.2559710935614618
E_S_WW_WM_130,-0.0121556,12.2774,6.09792,-19.4537,0.74,-1.56,4.64618,3.61512,34.4601,83.9049,-8.70262,-0.4,-10.4833,0.0,37.4068,2.73213,4.70346,39.2319,115.984,-48.757,7.39161,-13.8513,-14.8195,0.0,0.0,0.3150785605481727
E_S_WW_WM_131,-2.69047,5.30688,5.97024,5.7979,1.47,-0.63,19.8958,7.81767,-13.8924,-88.1711,-9.9309,0.6,-22.1371,0.0,38.8875,-10.9339,4.58108,-15.3872,37.7564,14.1695,125.235,-33.4251,-43.7585,0.0,0.0,0.2543544317142857
E_S_WW_WM_132,-2.96256,-2.99821,3.8054,-4.06097,1.42,-0.76,-3.33563,2.31578,7.63545,114.866,-14.0781,-0.1,0.355295,0.2,21.1696,18.9705,22.2805,-13.9736,-57.8626,-29.7812,-48.8409,47.3205,-137.044,0.0,0.0,0.2895137719933555
E_S_WW_WM_133,5.25286,11.8674,-1.20408,10.5937,-0.23,0.86,-7.01534,8.77261,-27.1042,73.9865,-14.4183,0.0,-1.5154,-0.3,55.2538,26.7196,-6.25036,13.6288,70.759,-2.51593,18.1284,57.4883,124.906,0.0,0.0,0.2911011574119601
E_S_WW_WM_134,-1.95605,5.00815,18.6836,-3.21044,2.44,0.87,12.2925,6.92883,-24.4003,-4.42535,-4.2394,0.3,-14.0758,0.3,-8.71387,-16.1673,19.0824,6.83643,69.8037,-23.1804,-59.007,6.48645,-109.935,0.0,0.0,0.2673234772990033
E_S_WW_WM_135,3.78578,-0.50122,-3.14006,-16.3554,-0.81,1.08,9.18169,8.32206,12.0321,-27.4609,-5.51504,0.4,-19.4824,0.0,36.6822,7.61263,-26.1628,31.8127,68.7702,47.9533,-53.4803,2.00493,57.4909,0.0,0.0,0.2661740455315615
E_S_WW_WM_136,9.22757,12.0024,-2.60367,-12.7879,-0.35,1.9,7.9656,-2.88544,-31.0989,41.1993,-2.93615,-0.3,24.5297,-0.1,-5.93147,-14.3889,27.2864,8.38197,68.2423,14.989,32.3977,86.6918,19.3706,0.0,0.0,0.2771731274053156
E_S_WW_WM_137,-5.13496,9.76767,-2.68786,-14.0748,0.81,1.44,11.929,6.7307,45.1251,80.1932,-13.9148,0.3,23.6943,0.8,-5.39029,-7.7178,5.20351,30.973,-19.8139,14.4912,116.304,-0.132119,68.4255,0.0,0.0,0.3019081646445182
