case_id,U,alpha,naca_0,naca_1,naca_2,naca_3,cl,cd
airFoil2D_SST_89.65_8.631_3.032_3.437_0.0_6.8,89.65,8.631,3.032,3.437,0.0,6.8,1.1376163077118027,0.01116534424638484
airFoil2D_SST_89.947_11.582_0.254_1.859_14.641,89.947,11.582,0.254,1.859,14.641,0.0,1.2211987166681988,0.01464796006463772
airFoil2D_SST_89.976_-1.312_3.994_6.617_15.428,89.976,-1.312,3.994,6.617,15.428,0.0,0.371245428931812,0.00942168292642219
airFoil2D_SST_90.036_-0.06_6.959_5.619_10.438,90.036,-0.06,6.959,5.619,10.438,0.0,0.8443572303229051,0.009857813907241894
airFoil2D_SST_90.102_0.155_4.394_4.125_19.322,90.102,0.155,4.394,4.125,19.322,0.0,0.43999831737737727,0.010402279341104185
airFoil2D_SST_90.197_2.112_1.988_6.662_0.0_16.247,90.197,2.112,1.988,6.662,0.0,16.247,0.4206335376441055,0.009363320965814987
airFoil2D_SST_90.415_14.684_4.356_6.209_11.299,90.415,14.684,4.356,6.209,11.299,0.0,1.8630516751649697,0.02771674890542262
airFoil2D_SST_90.574_8.095_5.69_1.526_10.267,90.574,8.095,5.69,1.526,10.267,0.0,1.4012297543786,0.01340030530952317
airFoil2D_SST_91.532_9.129_2.77_4.013_1.0_17.265,91.532,9.129,2.77,4.013,1.0,17.265,1.1320127372809785,0.013928974906301076
airFoil2D_SST_91.602_10.45_2.763_4.44_0.0_16.132,91.602,10.45,2.763,4.44,0.0,16.132,1.2779232400385625,0.015179508956324963
airFoil2D_SST_92.722_-0.765_4.96_2.747_19.409,92.722,-0.765,4.96,2.747,19.409,0.0,0.37360143757550257,0.010189203771451275
airFoil2D_SST_92.85_-3.031_6.083_2.008_9.267,92.85,-3.031,6.083,2.008,9.267,0.0,0.2651654958810041,0.0086081117660479
airFoil2D_SST_93.213_3.79_0.418_0.0_9.665,93.213,3.79,0.418,0.0,9.665,0.0,0.4185880666293249,0.008057542382971907
